meeting_id,title,call_type,start_time,duration_minutes,sentiment_label,sentiment_score,primary_theme,themes,modules,risk_score,topics,action_item_count,negative_sentence_count,positive_sentence_count,notable_quote
01KQ85D10E82A26A8F754FB8,Aegis / Bridgeport Health - Compliance Review,External Customer,2026-02-13T11:00:00.000Z,33.4,mixed-positive,4.1,Compliance & Audit Readiness,Compliance & Audit Readiness; Product Roadmap & Feature Gaps; Identity & Access Management,Comply; Identity,1.95,hipaa audit prep; multi-framework compliance; evidence management; product roadmap; healthcare; reporting,3,3,25,"Evelyn describes painful manual compliance reporting process involving spreadsheets and multiple teams, with reports already outdated by the time they are ready"
01KQ88B8EAEAA819C26CCBE7,ESCALATION: Northstar Pharma - Detect Outage Impact on Compliance,Support,2026-03-15T14:30:00.000Z,13.3,mixed-negative,2.1,Compliance & Audit Readiness,Compliance & Audit Readiness; Reliability & Incident Response; Product Roadmap & Feature Gaps,Detect; Comply,7.36,platform outage; hipaa compliance; soc 2 audit; churn risk; incident communication failure; infrastructure architecture,4,27,0,"Grace reveals Northstar is subject to HIPAA and has had zero threat visibility for hours, escalating the severity of the outage"
01KQ8C5A044F54EE1774D53C,Aegis / Helix Data - Post-Incident Review,External Customer,2026-03-17T11:45:00.000Z,35.8,mixed-negative,2.3,Reliability & Incident Response,Reliability & Incident Response; Competitive Pressure,Detect; Comply,6.18,outage post-mortem; churn risk; false positives; pipeline reliability; competitor evaluation; detection tuning,4,16,4,Kevin acknowledges a six-hour total loss of threat monitoring visibility and confirms no softening of the severity
01KQ8D9A06510DD623EFB1A6,Aegis / Pinnacle Insurance - Detect Roadmap Review,External Customer,2026-04-16T13:00:00.000Z,47.9,mixed-positive,3.6,Product Roadmap & Feature Gaps,Product Roadmap & Feature Gaps; Compliance & Audit Readiness; Reliability & Incident Response,Detect; Comply,3.4,feature requests; alert fatigue; incident review; compliance reporting; product roadmap; siem integration,4,7,10,"Sandra describes alert fatigue caused by one-size-fits-all thresholds, noting SOC team is overwhelmed by false positives and unable to focus on real threats"
01KQ92EA85FE4C537400227D,Support Case #8811 - Blackridge Investments Custom Compliance Template,Support,2026-04-25T17:15:00.000Z,9.3,very-positive,4.8,Product Roadmap & Feature Gaps,Product Roadmap & Feature Gaps; Compliance & Audit Readiness,Comply; Identity,1.6,feature request; custom compliance templates; early access program; api integration; workaround; financial services,4,0,26,"Warren praises Comply v2 on-demand reporting, saying his audit team is 'over the moon' about SOC 2 and PCI DSS reports"
01KQ94C2B8B9B4668F3D3491,Support Case #6573 - Ridgeline Logistics Detect Data Gaps,Support,2026-03-13T10:30:00.000Z,17.6,mixed-negative,2.1,Reliability & Incident Response,Reliability & Incident Response; Product Roadmap & Feature Gaps,Detect; Comply,6.11,platform outage; event ingestion pipeline; ot/scada monitoring; data backfill; sla credits; compliance,4,18,0,"Mark reveals that all three data centers across midwest and east coast are showing zero event data, describing it as a 'black hole' between his infrastructure and the platform."
01KQ9772B2348F500FB09D1E,Support Case #3677 - Coastal Living Co MFA Token Failures,Support,2026-02-24T16:45:00.000Z,13.9,mixed-negative,2.2,Reliability & Incident Response,Reliability & Incident Response; Identity & Access Management,Identity,3.82,mfa failure; totp; okta sso integration; p1 escalation; user lockout; reliability concern,4,14,1,"Vanessa reveals 40-45 users are locked out of production systems, emphasizing the critical business impact during spring inventory cycle"
01KQ9A6BE09D73A9BB5798C7,Support Case #3615 - Nimbus Platform Custom Report Request,Support,2026-02-10T15:30:00.000Z,14.1,mixed-positive,3.5,Product Roadmap & Feature Gaps,Product Roadmap & Feature Gaps; Compliance & Audit Readiness,Comply; Identity,1.95,feature gap; custom reporting; compliance frameworks; product roadmap; audit workflow; early access program,4,0,2,Keith describes the core feature gap: no native cross-framework control mapping report exists in Aegis Comply
01KQ9BB82FD97C9607D57E90,Aegis / Coastal Living Co - Onboarding Kickoff,External Customer,2026-02-04T11:00:00.000Z,30.8,very-positive,4.9,Backup & Recovery,Backup & Recovery; Competitive Pressure; Customer Onboarding & Adoption; Compliance & Audit Readiness,Comply; Protect; Identity,2.5,onboarding; backup and recovery; hybrid infrastructure; pci dss compliance; data retention; aws integration,4,0,22,Vanessa explains a year-long search for a backup solution and why competitors CyberNova and VaultEdge fell short on recovery time objectives
01KQ9BCA1794C9472726FFAD,Comply v2 - Adoption Metrics Review,Internal,2026-04-22T14:45:00.000Z,30.9,very-positive,4.7,Compliance & Audit Readiness,Compliance & Audit Readiness; Product Roadmap & Feature Gaps; Customer Onboarding & Adoption,Comply; Identity,1.25,product launch; compliance reporting; adoption metrics; cross-sell; gdpr roadmap; customer feedback,4,1,30,"Megan shares that 847 unique tenants generated at least one report in two weeks, beating the internal 25% adoption benchmark with ~38-39% adoption"
01KQA0F0BE68E74D66EB4171,Competitive Response Strategy,Internal,2026-04-10T11:30:00.000Z,34.3,mixed-positive,3.6,Compliance & Audit Readiness,Compliance & Audit Readiness; Reliability & Incident Response; Competitive Pressure; Product Roadmap & Feature Gaps,Comply,3.95,competitive positioning; platform reliability; product launch; compliance; sales strategy; incident remediation,4,6,8,"James reveals SentinelShield is actively using the March outage as a talking point in late-stage competitive deals, including with Hartfield Manufacturing"
01KQA1AFDC1306A000B0C7D9,Aegis / Vanta Health Systems - Backup Strategy Workshop,External Customer,2026-02-28T17:30:00.000Z,43.3,very-positive,4.7,Backup & Recovery,Backup & Recovery; Compliance & Audit Readiness; Identity & Access Management; Customer Onboarding & Adoption; Product Roadmap & Feature Gaps,Comply; Protect; Identity,2.5,hybrid backup strategy; hipaa compliance; disaster recovery testing; data retention policies; onboarding; healthcare data management,4,4,37,"Raymond reveals backup strategy has been a longstanding internal pain point, citing fragmented coverage across hybrid on-prem and CloudPrime environments"
01KQA502E222E2A60330237B,Aegis / Pineridge Systems - Q1 Business Review,External Customer,2026-03-03T15:15:00.000Z,41.5,very-positive,4.7,Product Roadmap & Feature Gaps,"Product Roadmap & Feature Gaps; Renewal, Churn & Commercial Risk; Compliance & Audit Readiness; Backup & Recovery",Detect; Comply; Protect; Identity,0.9,quarterly business review; renewal; compliance; disaster recovery; product update; pricing,4,0,38,"Yuki praised Aegis Detect for dramatically improving signal-to-noise ratio, calling it night and day compared to manual log correlation"
01KQA7DFCE1285F52192B34B,Support Case #9856 - Silverline Brands Backup Window Exceeded,Support,2026-04-12T09:00:00.000Z,28.4,mixed-negative,2.4,Reliability & Incident Response,Reliability & Incident Response,Detect; Protect,2.99,backup performance; throughput degradation; platform incident; sql server; agent update; support response time,4,18,0,Dominic expresses frustration about slow initial response time despite paying for premium support
01KQAC572C34475A8791F2C3,Protect Team - Quarterly Planning,Internal,2026-02-23T12:45:00.000Z,30.8,positive,4.4,Backup & Recovery,Backup & Recovery,Protect,1.6,quarterly planning; incremental backup performance; restore ux improvement; multi-region replication; canary deployment; tech debt,4,2,24,"Ananya shares benchmark results showing a 30%+ reduction in backup window times, calling it significant for customers with large data sets."
01KQADC32D89E2B76B698E84,Support Case #6635 - Nova Retail Group SSO Login Failures,Support,2026-02-14T13:00:00.000Z,24.1,mixed-negative,2.3,Product Roadmap & Feature Gaps,Product Roadmap & Feature Gaps; Reliability & Incident Response; Identity & Access Management; Customer Onboarding & Adoption,Identity,4.38,sso outage; identity module regression; saml configuration; incident communication; workaround; patch deployment,4,17,0,Stephanie expresses frustration that a patch was deployed the day before the outage began and they are only hearing about it now after four days of users being locked out.
01KQADF3D76E82BF8BA19AF2,All Hands - February Wrap,Internal,2026-02-28T11:00:00.000Z,20.5,mixed-positive,3.5,Product Roadmap & Feature Gaps,Product Roadmap & Feature Gaps; Competitive Pressure; Identity & Access Management,Detect; Comply; Identity,3.05,product launch; qa coverage; customer churn; upsell opportunity; technical issue; roadmap planning,4,1,3,"Megan confirms Comply v2 is on track for April GA with all February engineering milestones hit, including multi-framework reporting backend and on-demand report generation pipeline."
01KQAEA50436D047BC39CFC7,Aegis / Crestline Wealth - Account Review,External Customer,2026-02-17T14:30:00.000Z,48.7,mixed-positive,3.8,Compliance & Audit Readiness,"Compliance & Audit Readiness; Renewal, Churn & Commercial Risk; Product Roadmap & Feature Gaps",Detect; Comply; Protect,3.05,renewal; pricing; compliance roadmap; data backup; threat detection; support issue,4,1,2,"Derek emphasizes that reliability in threat monitoring is non-negotiable due to SEC and FINRA oversight, flagging a potential churn risk if Detect resilience is inadequate"
01KQAFB8DBF6E1E2FDEF0B75,Aegis / Maplewood Goods - SOC 2 Prep Review,External Customer,2026-02-27T14:45:00.000Z,22.4,very-positive,4.8,Compliance & Audit Readiness,Compliance & Audit Readiness; Product Roadmap & Feature Gaps,Comply,1.95,soc 2 compliance; audit preparation; evidence collection; multi-framework compliance; onboarding; pci dss,4,1,30,"Nathan describes a painful manual evidence collection process that consumed three engineer-weeks during their last audit, establishing the core pain point driving the conversation."
01KQB3B16F255B65F39597D0,Comply v2 - Design Review,Internal,2026-02-12T13:45:00.000Z,31.8,positive,4.4,Compliance & Audit Readiness,Compliance & Audit Readiness; Product Roadmap & Feature Gaps,Comply,1.6,design review; compliance reporting; multi-framework support; pdf export; performance testing; roadmap planning,4,0,24,"Ananya explains the async report generation model, resolving a key latency concern with P90 times of 45 seconds to 2 minutes"
01KQB632F1ADC378C42F2C03,Support Case #7570 - Silverline Brands Comply v2 License Upgrade,Support,2026-04-18T09:15:00.000Z,16.3,mixed-positive,3.9,Product Roadmap & Feature Gaps,"Product Roadmap & Feature Gaps; Compliance & Audit Readiness; Renewal, Churn & Commercial Risk",Comply,2.5,billing discrepancy; proration error; license upgrade; compliance reporting; credit request; product features,4,0,3,Michelle explains the billing discrepancy: they were charged a full month instead of a prorated amount after upgrading to Comply v2 on April 7th.
01KQB95605C6F873C6036285,Aegis / Forge Industries - PCI DSS Compliance Review,External Customer,2026-04-09T11:15:00.000Z,24.4,mixed-positive,4.1,Compliance & Audit Readiness,Compliance & Audit Readiness; Reliability & Incident Response; Product Roadmap & Feature Gaps,Detect; Comply,3.4,pci dss compliance; audit preparation; multi-framework reporting; product demo; detect outage follow-up; soc 2,4,1,30,"Gerald expresses frustration with his current manual PCI DSS evidence-gathering process, noting it consumes weeks of engineering time and prolongs QSA interactions."
01KQBB7C4D4789DB2F3DA9C2,Support Case #1750 - Vanta Health Systems SIEM Connector Issue,Support,2026-02-18T12:30:00.000Z,29.7,mixed-negative,2.4,Product Roadmap & Feature Gaps,Product Roadmap & Feature Gaps; Reliability & Incident Response; Compliance & Audit Readiness,Detect; Comply,4.24,siem integration; technical issue; compliance; support response time; product bug; documentation gap,4,16,0,Dr. Cheng highlights HIPAA obligations and flags that monitoring blind spots are unacceptable for a healthcare organization handling PHI
01KQBBF753B44DE677670E6D,Support Case #6147 - Summit Trust Detect Alert Delays,Support,2026-04-15T12:30:00.000Z,16.7,mixed-negative,2.4,Reliability & Incident Response,Reliability & Incident Response; Product Roadmap & Feature Gaps; Compliance & Audit Readiness,Detect; Comply,5.14,alert latency; incident communication failure; platform outage; regulatory compliance; infrastructure rebalancing; product gap,4,13,3,Alicia reveals that 20-45 minute alert delays are unacceptable given Summit Trust's financial services regulatory obligations
01KQC1267BEB344076DD7656,Aegis / Ironclad Financial - Account Recovery Check-in,External Customer,2026-03-28T12:30:00.000Z,35.3,mixed-negative,2.8,Reliability & Incident Response,"Reliability & Incident Response; Compliance & Audit Readiness; Renewal, Churn & Commercial Risk; Competitive Pressure; Product Roadmap & Feature Gaps",Detect; Comply,6.03,outage post-mortem; renewal; platform reliability; compliance; competitive evaluation; configuration review,4,5,10,Robert expresses serious concern about a six-hour Detect outage and its risk exposure implications for a financial services firm
01KQC166F678CBA584AAFF8B,Support Case #7615 - Crestline Wealth Group Policy Sync Delay,Support,2026-04-27T10:15:00.000Z,20.7,mixed-negative,2.4,Reliability & Incident Response,Reliability & Incident Response; Product Roadmap & Feature Gaps; Identity & Access Management,Detect; Comply; Protect; Identity,5.14,provisioning sync delay; identity policy propagation; shared cluster performance; support response time; renewal risk; compliance requirements,4,12,4,"Derek describes a provisioning failure that left a new analyst without core system access until the next morning, emphasizing the compliance risk in a financial services environment."
01KQC3A2EBC501837E973B16,Aegis / Frostbyte AI - Identity Module Setup,External Customer,2026-02-19T10:30:00.000Z,32.3,very-positive,4.8,Identity & Access Management,Identity & Access Management; Customer Onboarding & Adoption; Product Roadmap & Feature Gaps,Identity,0.7,onboarding; sso configuration; mfa policy; identity access management; contractor access controls; okta migration,4,2,26,"Victor expresses frustration with Okta's clunky MFA policy management and contractor provisioning issues, revealing pain points driving the migration."
01KQCA6EA8B603EBB6C9FE34,Aegis / Ridgeline Logistics - Identity Roadmap Discussion,External Customer,2026-03-07T09:00:00.000Z,28.6,mixed-positive,3.4,Identity & Access Management,Identity & Access Management; Product Roadmap & Feature Gaps,Identity,2.5,shared workstation session management; mfa policy exceptions; sso integration; rbac enhancements; renewal; feature request,4,4,3,"Paula flags that shared workstation session management is clunky, with unscoped timeouts and residual session data causing unauthorized access incidents"
01KQCF9872BF130D33B1B5EC,Comply v2 - Launch Day Checklist,Internal,2026-04-04T16:45:00.000Z,41.6,very-positive,4.8,Compliance & Audit Readiness,Compliance & Audit Readiness; Reliability & Incident Response; Customer Onboarding & Adoption,Detect; Comply,2.5,launch readiness; qa sign-off; compliance reporting; safari bug; hipaa validation; incident communications,4,0,28,"Nina confirms two of three open QA bugs are resolved as of that morning, with the third being a minor Safari cosmetic issue recommended for shipping as a known issue"
01KQD1270E98A7DFC55ADCF8,Protect Performance - Scalability Concerns,Internal,2026-04-15T16:45:00.000Z,23.5,mixed-negative,2.2,Reliability & Incident Response,Reliability & Incident Response,Comply; Protect,4.52,performance degradation; architecture scalability; technical debt; incident risk; sales alignment; backup infrastructure,4,27,0,Tyler reveals backup job queue times spiked to 47 minutes for a job that should complete in under five minutes during load testing at 2x P95 scale
01KQD199788883B6F18C81E8,Aegis / Atlas Precision - Annual Review & Renewal,External Customer,2026-04-28T12:45:00.000Z,29.7,positive,4.3,Reliability & Incident Response,"Reliability & Incident Response; Renewal, Churn & Commercial Risk; Compliance & Audit Readiness; Product Roadmap & Feature Gaps",Detect; Comply; Protect; Identity,2.15,renewal; compliance; incident review; product roadmap; identity management; ot security,4,2,30,"Wayne highlights the Comply module as the biggest win, estimating a dramatic reduction in quarterly audit documentation time for his compliance team."
01KQD4D9DEBA2D55AC2AA9F5,Aegis / Keystone Health - Renewal Planning,External Customer,2026-03-09T16:45:00.000Z,28.5,positive,4.4,Compliance & Audit Readiness,"Compliance & Audit Readiness; Product Roadmap & Feature Gaps; Renewal, Churn & Commercial Risk",Detect; Comply; Protect,2.15,renewal; compliance; product launch; upsell; technical incident; healthcare,4,0,31,Philip shares that Aegis Comply has saved his team 40-50 hours per quarter on audit prep and his IT director wants to do a case study
01KQDD5172176D02DB51360A,Support Case #3286 - Vanta Health Systems API Integration Error,Support,2026-02-03T10:00:00.000Z,21.0,mixed-negative,2.4,Reliability & Incident Response,Reliability & Incident Response; Compliance & Audit Readiness,Comply; Protect,5.69,api outage; backup failure; hipaa compliance; healthcare data; incident communication; escalation,4,14,1,"Dr. Cheng expresses serious concern about the impact on a healthcare organization with regulatory obligations, framing the outage as more than a minor inconvenience."
01KQE110900B8A65D80AE694,Detect Outage - Root Cause Analysis,Internal,2026-03-14T14:30:00.000Z,15.9,mixed-negative,2.4,Reliability & Incident Response,Reliability & Incident Response; Product Roadmap & Feature Gaps,Detect,3.34,incident review; pipeline failure; infrastructure reliability; health checks; chaos engineering; post-mortem,4,22,0,"Sofia expresses frustration that a known single point of failure was never prioritized, resulting in six hours of zero customer threat monitoring visibility"
01KQEDB92E33CF9945A7F71B,URGENT: Cobalt Software - Aegis Detect Dashboard Down,Support,2026-03-10T13:15:00.000Z,13.4,negative,1.8,Reliability & Incident Response,Reliability & Incident Response; Competitive Pressure; Backup & Recovery; Product Roadmap & Feature Gaps,Detect; Protect,8.13,outage; platform reliability; threat monitoring; churn risk; incident response; service credit,4,20,0,"Lauren reports Aegis Detect dashboard is completely down with zero threat visibility, emphasizing the critical nature of the outage."
01KQEDE682B4A8D67C657CF1,Support Case #3103 - Silverline Brands Detect False Positives After Patch,Support,2026-03-16T16:15:00.000Z,13.8,mixed-negative,2.4,Backup & Recovery,Backup & Recovery; Product Roadmap & Feature Gaps,Detect; Protect,2.44,false positives; patch management; behavioral detection; customer retention risk; incident communication; baseline configuration,4,13,2,Dominic reveals this is the second issue with Aegis Detect in two weeks and flags frustration upfront
01KQF9600A904ADE8605B3F0,Detect Team - Reliability Sprint Retro,Internal,2026-04-28T10:45:00.000Z,18.5,very-positive,4.8,Reliability & Incident Response,Reliability & Incident Response; Product Roadmap & Feature Gaps,Detect,1.6,sprint retrospective; reliability engineering; circuit breaker implementation; monitoring gaps; incident response; knowledge sharing,4,1,27,Chris praises the team for shipping the redundant processing nodes and circuit breaker implementation cleanly following the March outage
01KQFEEFFF8E80B0DFD10880,SOC 2 Type II - Final Review,Internal,2026-04-20T09:30:00.000Z,40.4,very-positive,4.7,Compliance & Audit Readiness,Compliance & Audit Readiness; Reliability & Incident Response,Detect; Comply; Identity,3.4,soc 2 type ii audit; compliance; incident response; audit evidence packaging; product dogfooding; customer renewals,4,0,29,"Nina highlights that Comply v2's on-demand reporting is night and day compared to manual evidence collection, with Tyler noting it reduced a two-week process to a single click."
01KQFFC0F889AE8CFEE7A00D,Aegis / Blackridge Investments - Renewal Discussion,External Customer,2026-02-07T17:45:00.000Z,54.1,very-positive,4.7,Product Roadmap & Feature Gaps,"Product Roadmap & Feature Gaps; Reliability & Incident Response; Compliance & Audit Readiness; Identity & Access Management; Renewal, Churn & Commercial Risk; Customer Onboarding & Adoption",Detect; Comply; Protect; Identity,2.5,renewal; compliance reporting; incident post-mortem; product expansion; identity management; early access,4,0,42,"Julia confirms Blackridge is genuinely happy with the platform, noting her CISO is very particular — a strong positive signal ahead of renewal discussions"
